range_index,start_timestamp,end_timestamp,duration_ns,sm__inst_executed_realtime.sum.per_cycle_active,sm__cycles_active.sum,l1tex__t_bytes.sum,sm__inst_executed_realtime.sum,dram__bytes.sum,dram__cycles_active.sum
25,1765294543683306482,1765294543687652327,4345845,78.897200,298553456.000000,2603020288.000000,785167720.000000,318054912.000000,39756864.000000
26,1765294543687652327,1765294543691872985,4220658,76.765966,291525716.000000,2391656992.000000,745975104.000000,495672832.000000,61959104.000000
27,1765294543691872985,1765294543696164268,4291283,77.716576,296409922.000000,2551819840.000000,767865476.000000,439789056.000000,54973632.000000
28,1765294543696164268,1765294543700479201,4314933,75.468261,297334263.000000,2560658368.000000,747976656.000000,440071936.000000,55008992.000000
29,1765294543700479201,1765294543704720595,4241394,78.578591,291694129.000000,2378538368.000000,764030452.000000,371303424.000000,46412928.000000
30,1765294543704720595,1765294543709047431,4326836,82.917667,302232256.000000,2606400192.000000,835346448.000000,424836352.000000,53104544.000000
31,1765294543709047431,1765294543713284442,4237011,69.641483,291955408.000000,2555091360.000000,677740256.000000,559085056.000000,69885632.000000
32,1765294543713284442,1765294543717606766,4322324,77.223462,295955350.000000,2574455296.000000,761823224.000000,317286144.000000,39660768.000000
33,1765294543717606766,1765294543721851776,4245010,82.207753,300180406.000000,2424545280.000000,822571892.000000,501748224.000000,62718528.000000
34,1765294543721851776,1765294543726099891,4248115,73.322547,288369025.000000,2498801376.000000,704798384.000000,468906240.000000,58613280.000000
35,1765294543726099891,1765294543730437607,4337716,78.092080,298704008.000000,2609073760.000000,777547244.000000,325697024.000000,40712128.000000
36,1765294543730437607,1765294543734660569,4222962,76.981812,296190283.000000,2429480192.000000,760042156.000000,507190528.000000,63398816.000000
37,1765294543734660569,1765294543738951373,4290804,78.120377,295258422.000000,2567688224.000000,768856640.000000,442052864.000000,55256608.000000
38,1765294543738951373,1765294543743281986,4330613,77.273010,299491367.000000,2591819488.000000,771419980.000000,408879872.000000,51109984.000000
39,1765294543743281986,1765294543747521684,4239698,79.593546,292036631.000000,2390743584.000000,774807696.000000,374641664.000000,46830208.000000
40,1765294543747521684,1765294543751841448,4319764,81.306864,301393103.000000,2596667424.000000,816844264.000000,443031040.000000,55378880.000000
41,1765294543751841448,1765294543756084986,4243538,69.531041,293305576.000000,2569629248.000000,679794736.000000,568117248.000000,71014656.000000
42,1765294543756084986,1765294543760393550,4308564,76.236783,295562750.000000,2544106240.000000,751091772.000000,332627712.000000,41578464.000000
43,1765294543760393550,1765294543764651809,4258259,83.717370,299493071.000000,2447137088.000000,835759076.000000,488388096.000000,61048512.000000
44,1765294543764651809,1765294543768883699,4231890,71.219078,287423409.000000,2532396256.000000,682334340.000000,493693952.000000,61711744.000000
45,1765294543768883699,1765294543773224776,4341077,80.136219,297085971.000000,2559407360.000000,793578212.000000,285543168.000000,35692896.000000
46,1765294543773224776,1765294543777444570,4219794,76.702437,291614614.000000,2390494976.000000,745585052.000000,504161280.000000,63020160.000000
47,1765294543777444570,1765294543781735693,4291123,78.014509,293621739.000000,2533572096.000000,763558528.000000,439074048.000000,54884256.000000
48,1765294543781735693,1765294543786070402,4334709,77.519574,301637561.000000,2615846176.000000,779427172.000000,417240832.000000,52155104.000000
49,1765294543786070402,1765294543790303988,4233586,79.868402,292299832.000000,2394296544.000000,778184016.000000,369291264.000000,46161408.000000
50,1765294543790303988,1765294543794624904,4320916,81.362808,301475486.000000,2603385152.000000,817629740.000000,442805248.000000,55350656.000000
51,1765294543794624904,1765294543798870971,4246067,70.365982,293519238.000000,2569455136.000000,688458984.000000,547502592.000000,68437824.000000
52,1765294543798870971,1765294543803170862,4299891,77.612497,296404724.000000,2529316192.000000,766823696.000000,327086592.000000,40885824.000000
53,1765294543803170862,1765294543807433409,4262547,83.663234,297844887.000000,2461215008.000000,830622216.000000,484478720.000000,60559840.000000
54,1765294543807433409,1765294543811647795,4214386,68.688719,286775502.000000,2503588032.000000,656608064.000000,536450816.000000,67056352.000000
55,1765294543811647795,1765294543815988808,4341013,79.845968,297967235.000000,2550900544.000000,793049412.000000,272134144.000000,34016768.000000
56,1765294543815988808,1765294543820211705,4222897,76.797088,296740975.000000,2432101888.000000,759628092.000000,489486336.000000,61185792.000000
57,1765294543820211705,1765294543824499213,4287508,76.190113,291956588.000000,2492169664.000000,741473516.000000,463370752.000000,57921344.000000
58,1765294543824499213,1765294543828838050,4338837,78.606042,301211583.000000,2634932864.000000,789235012.000000,394827264.000000,49353408.000000
59,1765294543828838050,1765294543833073652,4235602,79.816783,291889285.000000,2384434912.000000,776588792.000000,369144064.000000,46143008.000000
60,1765294543833073652,1765294543837391688,4318036,80.647607,301407437.000000,2589210496.000000,810259616.000000,444150272.000000,55518784.000000
61,1765294543837391688,1765294543841634970,4243282,69.501285,292881677.000000,2561012544.000000,678521760.000000,562168832.000000,70271104.000000
62,1765294543841634970,1765294543845942062,4307092,77.431353,296095731.000000,2536312416.000000,764236432.000000,334833408.000000,41854176.000000
63,1765294543845942062,1765294543850204673,4262611,83.827153,299002986.000000,2463503584.000000,835485640.000000,476344320.000000,59543040.000000
64,1765294543850204673,1765294543854427987,4223314,68.773515,287589264.000000,2511841440.000000,659284156.000000,531548672.000000,66443584.000000
65,1765294543854427987,1765294543858773320,4345333,81.094810,296892487.000000,2565275424.000000,802547996.000000,271214592.000000,33901824.000000
66,1765294543858773320,1765294543862995962,4222642,76.694936,295992055.000000,2423881216.000000,756703056.000000,496464640.000000,62058080.000000
67,1765294543862995962,1765294543867281581,4285619,76.590350,293891566.000000,2514189152.000000,750308600.000000,463760640.000000,57970080.000000
68,1765294543867281581,1765294543871622050,4340469,78.484191,301811829.000000,2639722016.000000,789581912.000000,390209536.000000,48776192.000000
69,1765294543871622050,1765294543875856884,4234834,80.209553,293052520.000000,2399711552.000000,783520384.000000,379913216.000000,47489152.000000
70,1765294543875856884,1765294543880178120,4321236,80.990297,302083174.000000,2605873216.000000,815526868.000000,432707072.000000,54088384.000000
71,1765294543880178120,1765294543884435323,4257203,70.524012,293406690.000000,2571776096.000000,689740560.000000,555208704.000000,69401088.000000
72,1765294543884435323,1765294543888724303,4288980,76.184226,295411738.000000,2500857728.000000,750190488.000000,344162560.000000,43020320.000000
73,1765294543888724303,1765294543892990914,4266611,83.627780,296189709.000000,2453712224.000000,825656260.000000,472440832.000000,59055104.000000
74,1765294543892990914,1765294543897211091,4220177,68.920485,287264887.000000,2501311552.000000,659947844.000000,549414144.000000,68676768.000000
75,1765294543897211091,1765294543901561064,4349973,80.005308,297238810.000000,2567371488.000000,792689420.000000,268897792.000000,33612224.000000
76,1765294543901561064,1765294543905784730,4223666,76.813357,295955392.000000,2425154560.000000,757777576.000000,497873408.000000,62234176.000000
77,1765294543905784730,1765294543910069613,4284883,76.745198,292475706.000000,2498742368.000000,748203528.000000,451586560.000000,56448320.000000
78,1765294543910069613,1765294543914413378,4343765,78.464535,302505020.000000,2644126496.000000,791197196.000000,398880000.000000,49860000.000000
79,1765294543914413378,1765294543918646644,4233266,80.014227,291815071.000000,2385485888.000000,778311908.000000,371458304.000000,46432288.000000
80,1765294543918646644,1765294543922962697,4316053,80.973585,301090308.000000,2596710912.000000,812678720.000000,435911168.000000,54488896.000000
81,1765294543922962697,1765294543927203003,4240306,69.319811,293450819.000000,2560697536.000000,678065176.000000,570025728.000000,71253216.000000
82,1765294543927203003,1765294543931501807,4298804,77.524345,296510538.000000,2526927584.000000,766226176.000000,327387904.000000,40923488.000000
83,1765294543931501807,1765294543935764737,4262930,83.618439,297785614.000000,2460643648.000000,830012272.000000,483433984.000000,60429248.000000
84,1765294543935764737,1765294543939982355,4217618,68.768465,285863699.000000,2499890784.000000,655280256.000000,534313216.000000,66789152.000000
85,1765294543939982355,1765294543944328040,4345685,81.102056,298314120.000000,2579279648.000000,806462948.000000,271060480.000000,33882560.000000
86,1765294543944328040,1765294543948548826,4220786,75.804172,295984684.000000,2425202624.000000,747895792.000000,511202048.000000,63900256.000000
87,1765294543948548826,1765294543952833389,4284563,77.917484,294170121.000000,2521429408.000000,764033192.000000,439919104.000000,54989888.000000
88,1765294543952833389,1765294543957180194,4346805,78.069692,301510945.000000,2631497504.000000,784628888.000000,394173184.000000,49271648.000000
89,1765294543957180194,1765294543961412244,4232050,80.431158,292384903.000000,2396075872.000000,783895212.000000,372437248.000000,46554656.000000
90,1765294543961412244,1765294543965732904,4320660,80.957714,301650756.000000,2608304512.000000,814031852.000000,437534976.000000,54691872.000000
91,1765294543965732904,1765294543969988571,4255667,70.338625,293888178.000000,2568269920.000000,689056348.000000,549116416.000000,68639552.000000
92,1765294543969988571,1765294543974274959,4286388,75.448108,295987699.000000,2477248416.000000,744390392.000000,349548288.000000,43693536.000000
93,1765294543974274959,1765294543978539777,4264818,83.576674,294610403.000000,2443718816.000000,820751924.000000,472778752.000000,59097344.000000
94,1765294543978539777,1765294543982757363,4217586,68.942012,288085394.000000,2509903552.000000,662039552.000000,543956480.000000,67994560.000000
95,1765294543982757363,1765294543987107272,4349909,81.309454,298995147.000000,2591229600.000000,810371076.000000,266211840.000000,33276480.000000
96,1765294543987107272,1765294543991329338,4222066,75.169520,295733921.000000,2420029504.000000,741005892.000000,519725056.000000,64965632.000000
97,1765294543991329338,1765294543995615469,4286131,78.593148,293598040.000000,2521977056.000000,769159804.000000,441567232.000000,55195904.000000
98,1765294543995615469,1765294543999964706,4349237,78.083845,302014730.000000,2638650048.000000,786082380.000000,385403392.000000,48175424.000000
99,1765294543999964706,1765294544004196052,4231346,80.102939,291298716.000000,2378279232.000000,777796108.000000,378618112.000000,47327264.000000
100,1765294544004196052,1765294544008516393,4320341,81.773385,301640350.000000,2616401120.000000,822205084.000000,413600512.000000,51700064.000000
101,1765294544008516393,1765294544012765979,4249586,70.204105,293267123.000000,2562907040.000000,686285192.000000,558385920.000000,69798240.000000
102,1765294544012765979,1765294544017053551,4287572,77.021547,295552584.000000,2483628128.000000,758797244.000000,344890112.000000,43111264.000000
103,1765294544017053551,1765294544021317314,4263763,81.993613,296952296.000000,2468805760.000000,811606384.000000,517664512.000000,64708064.000000
104,1765294544021317314,1765294544025534931,4217617,69.029589,290583544.000000,2542251488.000000,668628752.000000,543389184.000000,67923648.000000
105,1765294544025534931,1765294544029892264,4357333,82.149984,298338483.000000,2591121920.000000,816950056.000000,226840064.000000,28355008.000000
106,1765294544029892264,1765294544034109306,4217042,75.083836,295798124.000000,2410160608.000000,740321932.000000,544288256.000000,68036032.000000
107,1765294544034109306,1765294544038399214,4289908,78.144262,294319536.000000,2535045504.000000,766646100.000000,435349504.000000,54418688.000000
108,1765294544038399214,1765294544042752515,4353301,77.164757,301756525.000000,2622019744.000000,776165632.000000,386485504.000000,48310688.000000
109,1765294544042752515,1765294544046985493,4232978,80.390242,292134383.000000,2400034656.000000,782825120.000000,385172992.000000,48146624.000000
110,1765294544046985493,1765294544051305417,4319924,81.253836,300158673.000000,2598444032.000000,812968124.000000,410272000.000000,51284000.000000
111,1765294544051305417,1765294544055552892,4247475,69.855989,292535802.000000,2543976640.000000,681179256.000000,563592192.000000,70449024.000000
112,1765294544055552892,1765294544059841839,4288947,77.728396,296848541.000000,2489614624.000000,769118700.000000,331036928.000000,41379616.000000
113,1765294544059841839,1765294544064102338,4260499,81.213334,296196533.000000,2478534304.000000,801836932.000000,536923392.000000,67115424.000000
114,1765294544064102338,1765294544068323892,4221554,70.313384,291543232.000000,2559396544.000000,683313040.000000,531331840.000000,66416480.000000
115,1765294544068323892,1765294544072684137,4360245,82.503463,299800567.000000,2615483488.000000,824486168.000000,224222976.000000,28027872.000000
116,1765294544072684137,1765294544076897146,4213009,75.332338,295781176.000000,2405347552.000000,742729588.000000,551543808.000000,68942976.000000
117,1765294544076897146,1765294544081182414,4285268,77.934451,292989544.000000,2531257664.000000,761132640.000000,429463296.000000,53682912.000000
118,1765294544081182414,1765294544085541091,4358677,77.026333,299833463.000000,2594606592.000000,769835736.000000,380390400.000000,47548800.000000
119,1765294544085541091,1765294544089781942,4240851,81.143138,294583672.000000,2424367360.000000,796781448.000000,379010048.000000,47376256.000000
120,1765294544089781942,1765294544094093098,4311156,79.562552,298380924.000000,2599128640.000000,791331596.000000,448810240.000000,56101280.000000
121,1765294544094093098,1765294544098360924,4267826,71.539074,295597210.000000,2563460576.000000,704891692.000000,535458560.000000,66932320.000000
122,1765294544098360924,1765294544102639984,4279060,76.978212,296072696.000000,2450153408.000000,759704892.000000,340292096.000000,42536512.000000
123,1765294544102639984,1765294544106908259,4268275,83.267406,292187915.000000,2476289664.000000,810990988.000000,489366784.000000,61170848.000000
124,1765294544106908259,1765294544111131157,4222898,68.768940,290891611.000000,2535440736.000000,666810260.000000,561494784.000000,70186848.000000
125,1765294544111131157,1765294544115495850,4364693,82.479934,299714925.000000,2622927456.000000,824015576.000000,231595008.000000,28949376.000000
126,1765294544115495850,1765294544119714684,4218834,75.535173,300361664.000000,2426464992.000000,756262340.000000,550788864.000000,68848608.000000
127,1765294544119714684,1765294544123995983,4281299,78.299138,293156996.000000,2553485696.000000,765131336.000000,441618688.000000,55202336.000000
128,1765294544123995983,1765294544128353060,4357077,76.882532,300105699.000000,2604690336.000000,769096200.000000,364754432.000000,45594304.000000
0,1765294544128353060,1765294544132595479,4242419,80.475222,293287840.000000,2412701248.000000,786746800.000000,391401472.000000,48925184.000000
1,1765294544132595479,1765294544136900682,4305203,81.228236,298688561.000000,2599146304.000000,808731496.000000,430041344.000000,53755168.000000
2,1765294544136900682,1765294544141183102,4282420,70.865203,295764556.000000,2559817088.000000,698647180.000000,526703616.000000,65837952.000000
3,1765294544141183102,1765294544145453297,4270195,78.048542,293855038.000000,2405825632.000000,764498576.000000,344321792.000000,43040224.000000
4,1765294544145453297,1765294544149721476,4268179,81.825155,294068316.000000,2513992096.000000,802072856.000000,502840064.000000,62855008.000000
5,1765294544149721476,1765294544153938869,4217393,67.667822,290999475.000000,2520514944.000000,656376692.000000,576363264.000000,72045408.000000
6,1765294544153938869,1765294544158292683,4353814,81.189704,299059198.000000,2603599648.000000,809350928.000000,232442112.000000,29055264.000000
7,1765294544158292683,1765294544162506012,4213329,75.317194,295484085.000000,2388502048.000000,741834404.000000,540852224.000000,67606528.000000
8,1765294544162506012,1765294544166784911,4278899,77.865394,292096290.000000,2515665856.000000,758139760.000000,432953600.000000,54119200.000000
9,1765294544166784911,1765294544171143557,4358646,77.079183,300212852.000000,2596382720.000000,771338712.000000,364798208.000000,45599776.000000
10,1765294544171143557,1765294544175392631,4249074,82.000778,293391658.000000,2416584288.000000,801944808.000000,375425536.000000,46928192.000000
11,1765294544175392631,1765294544179696171,4303540,79.569240,298194524.000000,2594918560.000000,790903724.000000,444167680.000000,55520960.000000
12,1765294544179696171,1765294544183967230,4271059,71.114111,295671314.000000,2555419840.000000,700880092.000000,537430272.000000,67178784.000000
13,1765294544183967230,1765294544188236305,4269075,76.499602,296366862.000000,2444647936.000000,755731568.000000,351264256.000000,43908032.000000
14,1765294544188236305,1765294544192500484,4264179,82.964779,292124433.000000,2480125248.000000,807867968.000000,481366272.000000,60170784.000000
15,1765294544192500484,1765294544196716534,4216050,68.125953,288770852.000000,2507215072.000000,655759652.000000,570374656.000000,71296832.000000
16,1765294544196716534,1765294544201074091,4357557,81.964994,299156175.000000,2597242336.000000,817344472.000000,223927296.000000,27990912.000000
17,1765294544201074091,1765294544205284828,4210737,75.219452,295385448.000000,2398636512.000000,740624384.000000,549856000.000000,68732000.000000
18,1765294544205284828,1765294544209565679,4280851,77.104827,293178779.000000,2530932160.000000,753516636.000000,438156032.000000,54769504.000000
19,1765294544209565679,1765294544213920645,4354966,77.200784,300175113.000000,2600551968.000000,772458472.000000,384394496.000000,48049312.000000
20,1765294544213920645,1765294544218163159,4242514,82.767391,299093142.000000,2478066976.000000,825171964.000000,373537536.000000,46692192.000000
21,1765294544218163159,1765294544222463339,4300180,77.299632,297260354.000000,2579171136.000000,765937196.000000,477028608.000000,59628576.000000
22,1765294544222463339,1765294544226741758,4278419,73.343484,297925015.000000,2604002304.000000,728361956.000000,505712640.000000,63214080.000000
23,1765294544226741758,1765294544231013969,4272211,77.789944,295331194.000000,2421129760.000000,765793232.000000,333838848.000000,41729856.000000
24,1765294544231013969,1765294544235281732,4267763,81.350695,296056424.000000,2526502368.000000,802813196.000000,530147072.000000,66268384.000000
25,1765294544235281732,1765294544239509686,4227954,69.875811,290834562.000000,2553411264.000000,677410028.000000,542157568.000000,67769696.000000
26,1765294544239509686,1765294544243865163,4355477,81.010840,299303119.000000,2605508320.000000,808226568.000000,242500096.000000,30312512.000000
27,1765294544243865163,1765294544248078813,4213650,75.629856,295797431.000000,2389156320.000000,745703904.000000,541113088.000000,67639136.000000
28,1765294544248078813,1765294544252354512,4275699,77.667048,290578332.000000,2501811296.000000,752278712.000000,428052736.000000,53506592.000000
29,1765294544252354512,1765294544256715973,4361461,77.272428,299621491.000000,2599902496.000000,771749336.000000,370800128.000000,46350016.000000
30,1765294544256715973,1765294544260964888,4248915,81.412359,292684689.000000,2426425952.000000,794271696.000000,383505664.000000,47938208.000000
31,1765294544260964888,1765294544265264940,4300052,79.797201,298792733.000000,2592976416.000000,794760792.000000,453604352.000000,56700544.000000
32,1765294544265264940,1765294544269543903,4278963,70.988274,297952269.000000,2585756352.000000,705037244.000000,532899840.000000,66612480.000000
33,1765294544269543903,1765294544273817138,4273235,78.075797,295642844.000000,2425972672.000000,769418356.000000,341876224.000000,42734528.000000
34,1765294544273817138,1765294544278083365,4266227,81.817510,292439095.000000,2500847392.000000,797554624.000000,504887808.000000,63110976.000000
35,1765294544278083365,1765294544282305687,4222322,68.282748,290591736.000000,2531842688.000000,661413408.000000,566221824.000000,70777728.000000
36,1765294544282305687,1765294544286669932,4364245,82.460840,299852045.000000,2629369440.000000,824201716.000000,229956608.000000,28744576.000000
37,1765294544286669932,1765294544290889790,4219858,76.144289,300353480.000000,2430916064.000000,762340072.000000,549248000.000000,68656000.000000
38,1765294544290889790,1765294544295172593,4282803,78.409132,293332653.000000,2558513152.000000,766665288.000000,444409344.000000,55551168.000000
39,1765294544295172593,1765294544299533830,4361237,76.832622,299978319.000000,2613090816.000000,768270696.000000,358994688.000000,44874336.000000
40,1765294544299533830,1765294544303768921,4235091,78.970560,292878350.000000,2386886944.000000,770958912.000000,421852416.000000,52731552.000000
41,1765294544303768921,1765294544308071564,4302643,81.591058,299445146.000000,2598819232.000000,814401544.000000,412878848.000000,51609856.000000
42,1765294544308071564,1765294544312352192,4280628,70.458859,295274795.000000,2542421696.000000,693490840.000000,508795136.000000,63599392.000000
43,1765294544312352192,1765294544316621331,4269139,79.324854,295225846.000000,2438251904.000000,780624904.000000,353344768.000000,44168096.000000
44,1765294544316621331,1765294544320905862,4284531,80.864626,298973416.000000,2569552000.000000,805879116.000000,520560384.000000,65070048.000000
45,1765294544320905862,1765294544325142456,4236594,70.438818,290982342.000000,2558547008.000000,683215072.000000,541669376.000000,67708672.000000
46,1765294544325142456,1765294544329500014,4357558,81.762937,299247732.000000,2612532640.000000,815579120.000000,223510784.000000,27938848.000000
47,1765294544329500014,1765294544333711743,4211729,76.467936,295817199.000000,2379951776.000000,754017688.000000,552401664.000000,69050208.000000
48,1765294544333711743,1765294544337993074,4281331,78.732595,292593192.000000,2543131968.000000,767887376.000000,428858624.000000,53607328.000000
49,1765294544337993074,1765294544342350376,4357302,76.218998,300576672.000000,2622662656.000000,763655088.000000,353812992.000000,44226624.000000
50,1765294544342350376,1765294544346570169,4219793,76.090850,291388087.000000,2427903744.000000,739065576.000000,492897792.000000,61612224.000000
51,1765294544346570169,1765294544350882573,4312404,85.469216,298370981.000000,2554901120.000000,850051132.000000,352465408.000000,44058176.000000
52,1765294544350882573,1765294544355153185,4270612,67.970319,291909318.000000,2508504928.000000,661372316.000000,569381888.000000,71172736.000000
53,1765294544355153185,1765294544359420659,4267474,79.649788,295209542.000000,2432515648.000000,783779244.000000,323128576.000000,40391072.000000
54,1765294544359420659,1765294544363717063,4296404,83.103704,298935847.000000,2580361056.000000,828089208.000000,471844864.000000,58980608.000000
55,1765294544363717063,1765294544367937433,4220370,68.171532,287983096.000000,2502834816.000000,654408292.000000,571192320.000000,71399040.000000
56,1765294544367937433,1765294544372299438,4362005,82.531791,300594528.000000,2642487040.000000,826953496.000000,221272576.000000,27659072.000000
57,1765294544372299438,1765294544376512320,4212882,76.492688,295451675.000000,2370942688.000000,753329764.000000,563313408.000000,70414176.000000
58,1765294544376512320,1765294544380788723,4276403,76.944388,293050272.000000,2539098912.000000,751619128.000000,444260352.000000,55532544.000000
59,1765294544380788723,1765294544385142312,4353589,75.904425,300631009.000000,2611100416.000000,760640800.000000,361941248.000000,45242656.000000
60,1765294544385142312,1765294544389365562,4223250,76.761537,290934676.000000,2430761984.000000,744419760.000000,466525952.000000,58315744.000000
61,1765294544389365562,1765294544393679758,4314196,84.605611,299508454.000000,2558849600.000000,844669856.000000,365598208.000000,45699776.000000
62,1765294544393679758,1765294544397951777,4272019,68.045965,292412261.000000,2509975328.000000,663249148.000000,556638208.000000,69579776.000000
63,1765294544397951777,1765294544402228532,4276755,80.096382,300867992.000000,2480116352.000000,803281252.000000,334884608.000000,41860576.000000
64,1765294544402228532,1765294544406515560,4287028,81.207029,298098216.000000,2563389504.000000,806922352.000000,508554752.000000,63569344.000000
65,1765294544406515560,1765294544410746970,4231410,69.532045,291466307.000000,2548907840.000000,675541612.000000,546094080.000000,68261760.000000
66,1765294544410746970,1765294544415108591,4361621,82.369072,299815276.000000,2639445344.000000,823183536.000000,229988096.000000,28748512.000000
67,1765294544415108591,1765294544419330337,4221746,77.219555,300159087.000000,2411038560.000000,772605040.000000,563720704.000000,70465088.000000
68,1765294544419330337,1765294544423608020,4277683,78.269850,293505064.000000,2566670016.000000,765753248.000000,426284800.000000,53285600.000000
69,1765294544423608020,1765294544427950633,4342613,73.698135,296536546.000000,2589046560.000000,728473012.000000,381500672.000000,47687584.000000
70,1765294544427950633,1765294544432168891,4218258,75.919064,292233325.000000,2384150336.000000,739536012.000000,483847680.000000,60480960.000000
71,1765294544432168891,1765294544436488495,4319604,86.073685,298909995.000000,2567396256.000000,857609496.000000,348447232.000000,43555904.000000
72,1765294544436488495,1765294544440771170,4282675,69.430109,295261697.000000,2556640384.000000,683335056.000000,541041664.000000,67630208.000000
73,1765294544440771170,1765294544445029685,4258515,78.042156,293286496.000000,2374979360.000000,762957016.000000,346075648.000000,43259456.000000
74,1765294544445029685,1765294544449348521,4318836,83.986630,303993754.000000,2648319136.000000,851047032.000000,449482240.000000,56185280.000000
75,1765294544449348521,1765294544453565499,4216978,68.165831,288481529.000000,2506360896.000000,655486104.000000,567476480.000000,70934560.000000
76,1765294544453565499,1765294544457926160,4360661,81.620466,299329340.000000,2618978528.000000,814380004.000000,235753728.000000,29469216.000000
77,1765294544457926160,1765294544462140994,4214834,77.056697,295767907.000000,2367218144.000000,759696600.000000,556798720.000000,69599840.000000
78,1765294544462140994,1765294544466417397,4276403,77.919078,291778370.000000,2525700288.000000,757836720.000000,428455936.000000,53556992.000000
79,1765294544466417397,1765294544470761706,4344309,74.069394,296570368.000000,2600639104.000000,732226248.000000,374344704.000000,46793088.000000
80,1765294544470761706,1765294544474977596,4215890,75.280066,289504738.000000,2348980160.000000,726464528.000000,486494208.000000,60811776.000000
81,1765294544474977596,1765294544479299984,4322388,87.218185,298812024.000000,2573373408.000000,868728084.000000,321810688.000000,40226336.000000
82,1765294544479299984,1765294544483575875,4275891,68.842147,293695795.000000,2537496000.000000,673954968.000000,552579840.000000,69072480.000000
83,1765294544483575875,1765294544487847190,4271315,79.435257,293491566.000000,2399107808.000000,777119268.000000,340574720.000000,42571840.000000
84,1765294544487847190,1765294544492154250,4307060,82.853481,302844679.000000,2625746272.000000,836391192.000000,470277120.000000,58784640.000000
85,1765294544492154250,1765294544496368380,4214130,67.083686,290804760.000000,2498672128.000000,650275176.000000,576060928.000000,72007616.000000
86,1765294544496368380,1765294544500732209,4363829,82.464886,299784803.000000,2642784096.000000,824057316.000000,223493120.000000,27936640.000000
87,1765294544500732209,1765294544504945635,4213426,76.835438,295736019.000000,2365594016.000000,757433552.000000,567026944.000000,70878368.000000
88,1765294544504945635,1765294544509218166,4272531,76.894297,293280068.000000,2543993536.000000,751718820.000000,440633088.000000,55079136.000000
89,1765294544509218166,1765294544513570251,4352085,75.243049,297530437.000000,2604239680.000000,746236576.000000,358889472.000000,44861184.000000
90,1765294544513570251,1765294544517789661,4219410,75.940223,291001728.000000,2399223584.000000,736624540.000000,494578944.000000,61822368.000000
91,1765294544517789661,1765294544522107313,4317652,85.711805,301792485.000000,2589023968.000000,862239288.000000,352338432.000000,44042304.000000
92,1765294544522107313,1765294544526374948,4267635,67.492772,292361156.000000,2502892704.000000,657742164.000000,562663936.000000,70332992.000000
93,1765294544526374948,1765294544530646871,4271923,79.763159,292862842.000000,2399752384.000000,778655512.000000,320018944.000000,40002368.000000
94,1765294544530646871,1765294544534947083,4300212,82.645190,303558980.000000,2624569824.000000,836256316.000000,491432960.000000,61429120.000000
95,1765294544534947083,1765294544539167100,4220017,68.011429,290716734.000000,2526477184.000000,659068688.000000,567129344.000000,70891168.000000
96,1765294544539167100,1765294544543520530,4353430,81.802096,299387051.000000,2625661632.000000,816349612.000000,227309056.000000,28413632.000000
97,1765294544543520530,1765294544547737347,4216817,76.283463,300867708.000000,2395734112.000000,765041024.000000,569561344.000000,71195168.000000
98,1765294544547737347,1765294544552009526,4272179,77.650404,293101928.000000,2534731744.000000,758649436.000000,423939584.000000,52992448.000000
99,1765294544552009526,1765294544556358987,4349461,74.974842,297704293.000000,2596775264.000000,744011080.000000,366877440.000000,45859680.000000
100,1765294544556358987,1765294544560577853,4218866,75.975792,289635393.000000,2390783552.000000,733509276.000000,483494656.000000,60436832.000000
101,1765294544560577853,1765294544564898769,4320916,85.642319,302877353.000000,2596459616.000000,864637292.000000,359376640.000000,44922080.000000
102,1765294544564898769,1765294544569172517,4273748,68.090955,291916751.000000,2518230016.000000,662563008.000000,557071360.000000,69633920.000000
103,1765294544569172517,1765294544573444856,4272339,79.221172,293140030.000000,2392310592.000000,774096560.000000,324237312.000000,40529664.000000
104,1765294544573444856,1765294544577755148,4310292,83.899326,303331805.000000,2633114304.000000,848311132.000000,466469888.000000,58308736.000000
105,1765294544577755148,1765294544581983518,4228370,68.643306,291250811.000000,2538391008.000000,666413952.000000,564267520.000000,70533440.000000
106,1765294544581983518,1765294544586348019,4364501,81.907835,299749330.000000,2625882816.000000,818393956.000000,233603584.000000,29200448.000000
107,1765294544586348019,1765294544590564677,4216658,77.270048,295849374.000000,2372650048.000000,762009848.000000,557157888.000000,69644736.000000
108,1765294544590564677,1765294544594828087,4263410,75.928452,292912551.000000,2517302784.000000,741346556.000000,444999424.000000,55624928.000000
109,1765294544594828087,1765294544599178157,4350070,75.044699,297333594.000000,2595647264.000000,743777004.000000,359307776.000000,44913472.000000
110,1765294544599178157,1765294544603396958,4218801,76.158021,289947571.000000,2398805312.000000,736061108.000000,486349824.000000,60793728.000000
111,1765294544603396958,1765294544607717170,4320212,85.691643,302004101.000000,2590953600.000000,862640924.000000,360703488.000000,45087936.000000
112,1765294544607717170,1765294544611992390,4275220,68.366218,293227727.000000,2531421760.000000,668229020.000000,554328576.000000,69291072.000000
113,1765294544611992390,1765294544616261945,4269555,79.399250,292368082.000000,2391096288.000000,773793552.000000,335302400.000000,41912800.000000
114,1765294544616261945,1765294544620571085,4309140,83.022211,303554985.000000,2632416288.000000,840060200.000000,476049408.000000,59506176.000000
115,1765294544620571085,1765294544624788958,4217873,67.336184,291246327.000000,2508054272.000000,653713880.000000,571703808.000000,71462976.000000
